"","flag","situacao"
"633","CARAUBAS_RN","Ok"
"634","CARAZINHO_RS","Ok"
"635","CARDOSO_SP","Ok"
"636","CARDOSO_MOREIRA_RJ","Ok"
"637","CAREIRO_AMAZONAS","Ok"
"638","CARIACICA_ES","Ok"
"639","CARIRA_SE","Ok"
"640","CARIRE_CE","Ok"
"641","CARIRI_DO_TO_TO","Ok"
"642","CARLOPOLIS_PR","Ok"
"643","CARLOS_BARBOSA_RS","Ok"
"644","CARLOS_CHAGAS_MG","Ok"
"645","CARLOS_GOMES_RS","Ok"
"646","CARMO_RJ","Ok"
"647","CARMO_DA_CACHOEIRA_MG","Ok"
"648","CARMO_DO_CAJURU_MG","Ok"
"649","CARMO_DO_PARANAIBA_MG","Ok"
"650","CARMO_DO_RIO_CLARO_MG","Ok"
"651","CARNAUBAL_CE","Ok"
"652","CARNAUBA_DOS_DANTAS_RN","Ok"
"653","CARNAUBEIRA_DA_PENHA_PE","Ok"
"654","CARNEIRINHO_MG","Ok"
"655","CAROEBE_RORAIMA","Ok"
"656","CARPINA_PE","Ok"
"657","CARUARU_PE","Ok"
"658","CARRAPATEIRA_PARAIBA","Ok"
"659","CASA_BRANCA_SP","Ok"
"660","CASCA_RS","Ok"
"661","CASCALHO_RICO_MG","Ok"
"662","CASCAVEL_CE","Ok"
"663","CASCAVEL_PR","Ok"
"664","CASEIROS_RS","Ok"
"665","CASIMIRO_DE_ABREU_RJ","Ok"
"666","CASSERENGUE_PARAIBA","Ok"
"667","CASSIA_MG","Ok"
"668","CASSILANDIA_MS","Ok"
"669","CASTANHAL_PARA","Ok"
"670","CASTELO_ESPIRITO_SANTO","Ok"
"671","CASTELO_DO_PIAUI_PIAUI","Ok"
"672","CASTILHO_SP","Ok"
"673","CASTRO_PR","Ok"
"674","CATAGUASES_MG","Ok"
"675","CATALAO_GOIAS","Ok"
"676","CATANDUVA_SP","Ok"
"677","CATANDUVAS_SC","Ok"
"678","CATAS_ALTAS_MG","Ok"
"679",NA,"Ok"
"680","CATOLE_DO_ROCHA_PARAIBA","Ok"
"681","CATUIPE_RS","Ok"
"682","CATURITE_PARAIBA","Ok"
"683","CAUCAIA_CE","Ok"
"684","CAVALCANTE_GOIAS","Ok"
"685","CAXAMBU_DO_SUL_SC","Ok"
"686","CAXIAS_MA","Ok"
"687","CAXIAS_DO_SUL_RS","Ok"
"688","CAXINGO_PIAUI","Ok"
"689","CEDRAL_MA","Ok"
"690","CEDRAL_SP","Ok"
"691","CEDRO_CE","Ok"
"692","CEDRO_PE","Ok"
"693","CEILANDIA_DISTRITO_FEDERAL","Ok"
"694",NA,"Ok"
"695","CENTRAL_BAHIA","Ok"
"696","CENTRAL_DE_MINAS_MG","Ok"
"697","CEREJEIRAS_RONDONIA","Ok"
"698","CERQUEIRA_CESAR_SP","Ok"
"699","CERQUILHO_SP","Ok"
"700","CERRO_AZUL_PR","Ok"
"701","CERRO_BRANCO_RS","Ok"
"702","CERRO_CORA_RN","Ok"
"703","CERRO_GRANDE_RS","Ok"
"704","CERRO_GRANDE_DO_SUL_RS","Ok"
"705","CERRO_LARGO_RS","Ok"
"706","CERRO_NEGRO_SC","Ok"
"707","CESARIO_LANGE_SP","Ok"
"708","CHACARA_MG","Ok"
"709","CHA_GRANDE_PE","Ok"
"710","CHAPADA_RS","Ok"
"711","CHAPADA_GAUCHA_MG","Ok"
"712","CHAPADAO_DO_CEU_GOIAS","Ok"
"713","CHAPADAO_DO_LAGEADO_SC","Ok"
"714","CHAPADAO_DO_SUL_MS","Ok"
"715","CHAPADINHA_MA","Ok"
"716","CHAPECO_SC","Ok"
"717","CHA_PRETA_AL","Ok"
"718","CHARQUEADA_SP","Ok"
"719","CHARQUEADAS_RS","Ok"
"720","CHARRUA_RS","Ok"
"721","CHAVANTES_SP","Ok"
"722","CHAVES_PARA","Ok"
"723","CHIAPETTA_RS","Ok"
"724","CHOPINZINHO_PR","Ok"
"725","CHUI_RS","Ok"
"726","CHUPINGUAIA_RONDONIA","Ok"
"727","CHUVISCA_RS","Ok"
"728","CIANORTE_PR","Ok"
"729","CIDADE_GAUCHA_PR","Ok"
"730","CIDREIRA_RS","Ok"
"731","CIPO_BAHIA","Ok"
"732","CIRIACO_RS","Ok"
"733","CLEMENTINA_SP","Ok"
"734","CLEVELANDIA_PR","Ok"
"735","COARI_AMAZONAS","Ok"
"736","COCAL_DO_SUL_SC","Ok"
"737","CODO_MA","Ok"
"738","COELHO_NETO_MA","Ok"
"739","COIMBRA_MG","Ok"
"740","COITE_DO_NOIA_AL","Ok"
"741","COLARES_PARA","Ok"
"742","COLATINA_ES","Ok"
"743","COLIDER_MT","Ok"
"744","COLINA_SP","Ok"
"745","COLINAS_RS","Ok"
"746","COLINAS_DO_TO_TO","Ok"
"747","COLNIZA_MT","Ok"
"748","COLOMBIA_SP","Ok"
"749","COLOMBO_PR","Ok"
"750","COLONIA_DO_GURGUEIA_PIAUI","Ok"
"751","COLONEL_JOAO_PESSOA_RN","Ok"
"752","COLORADO_RS","Ok"
"753","COLORADO_D'OESTE_RO","Ok"
"754","COMENDADOR_LEVY_GASPARIAN_RJ","Ok"
"755","COMODORO_MT","Ok"
"756","CONCEICAO_DA_BARRA_ES","Ok"
"757","CONCEICAO_DAS_PEDRAS_MG","Ok"
"758","CONCEICAO_DE_MACABU_RJ","Ok"
"759","CONCEICAO_DO_ARAGUAIA_PARA","Ok"
"760","CONCEICAO_DO_CASTELO_ES","Ok"
"761","CONCEICAO_DO_RIO_VERDE_MG","Ok"
"762","CONCEICAO_DO_TO_TO","Ok"
"763","CONCHAL_SP","Ok"
"764","CONCHAS_SP","Ok"
"765","CONCORDIA_SC","Ok"
"766","CONCORDIA_DO_PARA_PARA","Ok"
"767","CONDE_PARAIBA","Ok"
"768","CONDEUBA_BAHIA","Ok"
"769","CONDOR_RS","Ok"
"770","CONGONHAS_MG","Ok"
"771","CONGONHAS_DO_NORTE_MG","Ok"
"772","CONQUISTA_MG","Ok"
"773","CONQUISTA_D'OESTE_MT","Ok"
"774","CONSELHEIRO_LAFAIETE_MG","Ok"
"775","CONSELHEIRO_MAIRINCK_PR","Ok"
"776","CONSTANTINA_RS","Ok"
"777","CONTAGEM_MG","Ok"
"778","COQUEIRO_BAIXO_RS","Ok"
"779","COQUEIROS_DO_SUL_RS","Ok"
"780","CORACAO_DE_JESUS_MG","Ok"
"781","CORBELIA_PR","Ok"
"782","CORDEIRO_RJ","Ok"
"783","CORDEIROPOLIS_SP","Ok"
"784","CORDILHEIRA_ALTA_SC","Ok"
"785","COREMAS_PB","Ok"
"786","CORGUINHO_MS","Ok"
"787","CORNELIO_PROCOPIO_PR","Ok"
"788","COROADOS_SP","Ok"
"789","CORONEL_BARROS_RS","Ok"
"790","CORONEL_BICACO_RS","Ok"
"791","CORONEL_FABRICIANO_MG","Ok"
"792","CORONEL_FREITAS_SC","Ok"
"793","CORONEL_MACEDO_SP","Ok"
"794","CORONEL_MARTINS_SC","Ok"
"795","CORONEL_PILAR_RS","Ok"
"796","CORONEL_SAPUCAIA_MS","Ok"
"797","CORONEL_VIVIDA_PR","Ok"
"798","CORREGO_DANTA_MG","Ok"
"799","CORREIA_PINTO_SC","Ok"
"800","CORRENTES_PE","Ok"
"801","CORUMBA_MS","Ok"
"802","CORUMBAIBA_GOIAS","Ok"
"803",NA,"Ok"
"804","CORUMBIARA_RONDONIA","Ok"
"805","CORUPA_SC","Ok"
"806","COSMOPOLIS_SP","Ok"
"807","COSMORAMA_SP","Ok"
"808","COSTA_RICA_MS","Ok"
"809","COTEGIPE_BAHIA","Ok"
"810","COTIA_SP","Ok"
"811","COTRIGUACU_MT","Ok"
"812","COUTO_DE_MAGALHAES_TO","Ok"
"813","COXILHA_RS","Ok"
"814","COXIM_MS","Ok"
"815","CRAIBAS_AL","Ok"
"816","CRATEUS_CE","Ok"
"817","CRAVINHOS_SP","Ok"
"818","CRICIUMA_SC","Ok"
"819","CRISSIUMAL_RS","Ok"
"820","CRISTAIS_PAULISTA_SP","Ok"
"821","CRISTALINA_GOIAS","Ok"
"822","CRISTAL_RS","Ok"
"823","CRISTIANOPOLIS_GOIAS","Ok"
"824","CRISTINO_CASTRO_PIAUI","Ok"
"825","CRUZ_CE","Ok"
"826","CRUZALIA_SP","Ok"
"827","CRUZ_ALTA_RS","Ok"
"828","CRUZALTENSE_RS","Ok"
"829","CRUZ_DAS_ALMAS_BAHIA","Ok"
"830","CRUZEIRO_DISTRITO_FEDERAL","Ok"
"831","CRUZEIRO_SP","Ok"
"832","CRUZEIRO_DO_IGUACU_PR","Ok"
"833",NA,"Ok"
"834","CRUZEIRO_DO_SUL_ACRE","Ok"
"835","CRUZEIRO_DO_SUL_PR","Ok"
"836","CRUZEIRO_DO_SUL_RS","Ok"
"837","CRUZETA_RN","Ok"
"838","CRUZILIA_MG","Ok"
"839","CUBATAO_SP","Ok"
"840","CUIABA_MT","Ok"
"841","CUITE_PARAIBA","Ok"
"842","CUMARU_DO_NORTE_PARA","Ok"
"843","CUNHA_SP","Ok"
"844","CUNHA_PORA_SC","Ok"
"845","CUPARAQUE_MG","Ok"
"846","CURIONOPOLIS_PARA","Ok"
"847","CURITIBA_PR","Ok"
"848","CURITIBANOS_SC","Ok"
"849","CURIUVA_PR","Ok"
"850","CURRAIS_NOVOS_RN","Ok"
"851","CURRALINHO_PARA","Ok"
"852","CURRALINHOS_PIAUI","Ok"
"853","CURUA_PARA","Ok"
"854","CURUCA_PARA","Ok"
"855","CURURUPU_MA","Ok"
"856","CURVELANDIA_MT","Ok"
"857","CURVELO_MG","Ok"
"858",NA,"Ok"
"859","DAVID_CANABARRO_RS","Ok"
"860","DEODAPOLIS_MS","Ok"
"861","DERRUBADAS_RS","Ok"
"862","DESCALVADO_SAO_PAULO","Ok"
"863","DESCANSO_SC","Ok"
"864","DESTERRO_PARAIBA","Ok"
"865","DESTERRO_DO_MELO_MG","Ok"
"866","DEZESSEIS_DE_NOVEMBRO_RS","Ok"
"867","DIADEMA_SP","Ok"
"868","DIAMANTE_PARAIBA","Ok"
"869","DIAMANTE_DO_NORTE_PR","Ok"
"870","DIAMANTE_DO_SUL_PR","Ok"
"871","DIAMANTINA_MG","Ok"
"872","DIAMANTINO_MT","Ok"
"873","DIANOPOLIS_TO","Ok"
"874","DILERMANDO_DE_AGUIAR_RS","Ok"
"875","DIONISIO_CERQUEIRA_SC","Ok"
"876","DIVINESIA_MG","Ok"
"877","DIVINOLANDIA_SP","Ok"
"878","DIVINOPOLIS_MG","Ok"
"879","DOBRADA_SP","Ok"
"880","DOIS_CORREGOS_SP","Ok"
"881","DOIS_IRMAOS_RS","Ok"
"882","DOIS_IRMAOS_DO_BURITI_MS","Ok"
"883","DOIS_IRMAOS_DAS_MISSOES_RS","Ok"
"884","DOIS_LAJEADOS_RS","Ok"
"885","DOIS_VIZINHOS_PR","Ok"
"886","DOM_AQUINO_MT","Ok"
"887","DOM_ELISEU_PARA","Ok"
"888","DOM_FELICIANO_RS","Ok"
"889","DOMINGOS_MARTINS_ESPIRITO_SANTO","Ok"
"890","DOM_JOAQUIM_MG","Ok"
"891","DOM_PEDRITO_RS","Ok"
"892","DOM_PEDRO_DE_ALCANTARA_RS","Ok"
"893","DOM_SILVERIO_MG","Ok"
"894","DONA_EMMA_SC","Ok"
"895","DONA_FRANCISCA_RS","Ok"
"896","DORES_DE_CAMPOS_MG","Ok"
"897","DORES_DE_INDAIA_MG","Ok"
"898","DOURADINA_MS","Ok"
"899","DOURADO_SP","Ok"
"900","DOURADOS_MS","Ok"
"901","DOUTOR_MAURICIO_CARDOSO_RS","Ok"
"902","DOUTOR_PEDRINHO_SC","Ok"
"903","DOUTOR_RICARDO_RS","Ok"
"904","DRACENA_SAO_PAULO","Ok"
"905","DUARTINA_SP","Ok"
"906","DUAS_BARRAS_RJ","Ok"
"907","DUMONT_SP","Ok"
"908","DUQUE_DE_CAXIAS_RJ","Ok"
"909","ECHAPORA_SP","Ok"
"910","ECOPORANGA_ESPIRITO_SANTO","Ok"
"911","ELDORADO_MS","Ok"
"912","ELDORADO_SP","Ok"
"913","ELDORADO_DOS_CARAJAS_PARA","Ok"
"914","ELDORADO_DO_SUL_RS","Ok"
"915","ELIAS_FAUSTO_SP","Ok"
"916","ELISIARIO_SP","Ok"
"917","EMBAUBA_SP","Ok"
"918","EMBU_DAS_ARTES_SP","Ok"
"919","EMBU-GUACU_SP","Ok"
"920","EMILIANOPOLIS_SP","Ok"
"921","ENCANTADO_RS","Ok"
"922","ENCRUZILHADA_DO_SUL_RS","Ok"
"923","ENGENHEIRO_COELHO_SP","Ok"
"924","ENGENHEIRO_PAULO_DE_FRONTIN_RJ","Ok"
"925","ENGENHO_VELHO_RS","Ok"
"926","ENTRE-IJUIS_RS","Ok"
"927","ENTRE_RIOS_SC","Ok"
"928","ENTRE_RIOS_DE_MINAS_MG","Ok"
"929","ENTRE_RIOS_DO_OESTE_PR","Ok"
"930","ENTRE_RIOS_DO_SUL_RS","Ok"
"931","EPITACIOLANDIA_ACRE","Ok"
"932","EREBANGO_RS","Ok"
"933","ERECHIM_RS","Ok"
"934","ERMO_SC","Ok"
"935","ERNESTINA_RS","Ok"
"936","ERVAL_GRANDE_RS","Ok"
"937","ERVAL_SECO_RS","Ok"
"938","ERVAL_VELHO_SC","Ok"
"939","ESCADA_PE","Ok"
"940","ESMERALDA_RS","Ok"
"941","ESPERA_FELIZ_MG","Ok"
"942","ESPERANCA_PARAIBA","Ok"
"943","ESPERAN<U+FFFD>A_DO_SUL_RS","Ok"
"944","ESPERANTINA_PIAUI","Ok"
"945","ESPIGAO_ALTO_DO_IGUACU_PR","Ok"
"946","ESPIGAO_D'OESTE_RO","Ok"
"947","ESPIRITO_SANTO_DO_PINHAL_SP","Ok"
"948","ESPIRITO_SANTO_DO_TURVO_SP","Ok"
"949","ESPUMOSA_RS","Ok"
"950","ESTANCIA_SE","Ok"
"951","ESTANCIA_BALNEARIA_DE_PERUIBE_SP","Ok"
"952","PERUIBE_SP","Ok"
"953","ESTANCIA_VELHA_RS","Ok"
"954","ESTEIO_RS","Ok"
"955","ESTIVA_MG","Ok"
"956","ESTIVA_GERBI_SP","Ok"
"957","ESTRELA_RS","Ok"
"958","ESTRELA_D'OESTE_SP","Ok"
"959","ESTRELA_DO_NORTE_SP","Ok"
"960","ESTRELA_VELHA_RS","Ok"
"961","EUCLIDES_DA_CUNHA_BAHIA","Ok"
"962","EUCLIDES_DA_CUNHA_PAULISTA_SP","Ok"
"963","EUGENIO_DE_CASTRO_RS","Ok"
"964","EUNAPOLIS_BAHIA","Ok"
"965","EXTREMA_MG","Ok"
"966","EXU_PE","Ok"
"967","FAGUNDES_PARAIBA","Ok"
"968","FAGUNDES_VARELA_RS","Ok"
"969","FARIAS_BRITO_CE","Ok"
"970","FARO_PARA","Ok"
"971","FAROL_PR","Ok"
"972","FARROUPILHA_RS","Ok"
"973","FARTURA_SP","Ok"
"974","FATIMA_DO_SUL_MS","Ok"
"975","FAXINAL_DO_SOTURNO_RS","Ok"
"976","FAZENDA_RIO_GRANDE_PR","Ok"
"977","FAZENDA_VILANOVA_RS","Ok"
"978","FEIJO_ACRE","Ok"
"979","FEIRA_DE_SANTANA_BAHIA","Ok"
"980","FELIPE_GUERRA_RN","Ok"
"981","FELIZ_RS","Ok"
"982","FELIZ_NATAL_MT","Ok"
"983","FERNANDES_PINHEIRO_PR","Ok"
"984","FERNANDO_DE_NORONHA_PE","Ok"
"985","FERNANDOPOLIS_SP","Ok"
"986","FERNANDO_PRESTES_SP","Ok"
"987","FERNAO_SP","Ok"
"988","FERRAZ_DE_VASCONCELOS_SP","Ok"
"989",NA,"Ok"
"990","FERROS_MG","Ok"
"991","FIGUEIRAO_MS","Ok"
"992","FLORA_RICA_SP","Ok"
"993","FLOR_DA_SERRA_DO_SUL_PARANA","Ok"
"994","FLOR_DO_SERTAO_SC","Ok"
"995","FLOREAL_SP","Ok"
"996","FLORES_DA_CUNHA_RS","Ok"
"997","FLORESTA_PE","Ok"
"998","FLORESTA_DO_ARAGUAIA_PARA","Ok"
"999","FLORESTOPOLIS_PARANA","Ok"
"1000","FLORIANO_PIAUI","Ok"
"1001","FLORIANOPOLIS_SC","Ok"
"1002","FLORIDA_PAULISTA_SP","Ok"
"1003",NA,"Ok"
"1004","FONTOURA_XAVIER_RS","Ok"
"1005","FORMIGUEIRO_RS","Ok"
"1006","FORQUETINHA_RS","Ok"
"1007","FORQUILHA_CE","Ok"
"1008","FORMOSA_GOIAS","Ok"
"1009","FORMOSA_DA_SERRA_NEGRA_MA","Ok"
"1010","FORMOSO_DO_ARAGUAIA_TO","Ok"
"1011","FORMOSA_DO_SUL_SC","Ok"
"1012","FORQUILHINHA_SC","Ok"
"1013","FORTALEZA_CE","Ok"
"1014","FORTALEZA_DOS_VALOS_RS","Ok"
"1015","FORTIM_CE","Ok"
"1016","FOZ_DO_IGUACU_PR","Ok"
"1017","FRAIBURGO_SC","Ok"
"1018","FRANCA_SP","Ok"
"1019","FRANCISCO_ALVES_PARANA","Ok"
"1020","FRANCISCO_BELTRAO_PR","Ok"
"1021","FRANCISCO_MACEDO_PIAUI","Ok"
"1022","FRANCISCO_MORATO_SP","Ok"
"1023","FRANCISCOPOLIS_MG","Ok"
"1024","FRANCO_DA_ROCHA_SP","Ok"
"1025","FREDERICO_WESTPHALEN_RS","Ok"
"1026","FREI_GASPAR_MG","Ok"
"1027","FREI_MARTINHO_PARAIBA","Ok"
"1028","FREI_ROGERIO_SC","Ok"
"1029","FRONTEIRA_DOS_VALES_MG","Ok"
"1030","FRUTAL_MG","Ok"
"1031","FUNDAO_ES","Ok"
"1032","GABRIEL_MONTEIRO_SP","Ok"
"1033","GALIA_SP","Ok"
"1034","GALILEIA_MG","Ok"
"1035","GALINHOS_RN","Ok"
"1036","GAMA_DISTRITO_FEDERAL","Ok"
"1037","GARANHUNS_PE","Ok"
"1038","GARARU_SE","Ok"
"1039","GARCA_SP","Ok"
"1040","GARIBALDI_RS","Ok"
"1041","GAROPABA_SC","Ok"
"1042","GARRAFAO_DO_NORTE_PARA","Ok"
"1043","GARRUCHOS_RS","Ok"
"1044","GARUVA_SC","Ok"
"1045","GASPAR_SC","Ok"
"1046","GASTAO_VIDIGAL_SP","Ok"
"1047","GAURAMA_RS","Ok"
"1048","GAVIAO_PEIXOTO_SP","Ok"
"1049","GENERAL_CAMARA_RS","Ok"
"1050","GENERAL_SALGADO_SP","Ok"
"1051","GENERAL_SAMPAIO_CE","Ok"
"1052","GETULINA_SP","Ok"
"1053","GETULIO_VARGAS_RS","Ok"
"1054","GIRUA_RS","Ok"
"1055","GLICERIO_SP","Ok"
"1056","GLORIA_DE_DOURADOS_MS","Ok"
"1057","GLORINHA_RS","Ok"
"1058","GOIANA_PE","Ok"
"1059","GOIANESIA_GOIAS","Ok"
"1060","GOIANESIA_DO_PARA_PARA","Ok"
"1061","GOIANIA_GOIAS","Ok"
"1062","GOIATUBA_GOIAS","Ok"
"1063","GOIOERE_PARANA","Ok"
"1064","GONCALVES_MG","Ok"
"1065","GONCALVES_DIAS_MA","Ok"
"1066","GOVERNADOR_CELSO_RAMOS_SC","Ok"
"1067","GOVERNADOR_MANGABEIRA_BAHIA","Ok"
"1068","GOVERNADOR_VALADARES_MG","Ok"
"1069","GRAMADO_RS","Ok"
"1070","GRAMADO_XAVIER_RS","Ok"
"1071","GRANJA_CE","Ok"
"1072","GRAO_MOGOL_MG","Ok"
"1073","GRAO_PARA_SC","Ok"
"1074","GRAVATA_PE","Ok"
"1075","GRAVATAI_RS","Ok"
"1076","GRAVATAL_SC","Ok"
"1077","GRUPIARA_MG","Ok"
"1078","GUACUI_ES","Ok"
"1079","GUAIBA_RS","Ok"
"1080","GUABIRUBA_SC","Ok"
"1081","GUAICARA_SP","Ok"
"1082","GUAIMBE_SP","Ok"
"1083","GUAIRA_PR","Ok"
"1084","GUAIRA_SP","Ok"
"1085","GUAJARA-MIRIM_RO","Ok"
"1086","GUAJERU_BAHIA","Ok"
"1087","GUAMARE_RN","Ok"
"1088","GUANHAES_MG","Ok"
"1089","GUAPE_MG","Ok"
"1090","GUAPIACU_SP","Ok"
"1091","GUAPIARA_SP","Ok"
"1092","GUAPIMIRIM_RJ","Ok"
"1093","GUAPIRAMA_PARANA","Ok"
"1094","GUAPORE_RS","Ok"
"1095","GUARA_DISTRITO_FEDERAL","Ok"
"1096","GUARABIRA_PARAIBA","Ok"
"1097","GUARACAI_SP","Ok"
"1098","GUARACI_PR","Ok"
"1099","GUARACI_SP","Ok"
"1100","GUARACIABA_MG","Ok"
"1101","GUARACIABA_SC","Ok"
"1102","GUARACIABA_DO_NORTE_CE","Ok"
"1103","GUARAMIRIM_SC","Ok"
"1104","GUARANESIA_MG","Ok"
"1105","GUARANI_DAS_MISSOES_RS","Ok"
"1106","GUARANI_D'OESTE_SP","Ok"
"1107","GUARANTA_SP","Ok"
"1108","GUARANTA_DO_NORTE_MT","Ok"
"1109","GUARAPARI_ES","Ok"
"1110","GUARAPUAVA_PR","Ok"
"1111","GUARARAPES_SP","Ok"
"1112","GUARAREMA_SP","Ok"
"1113","GUARATINGUETA_SP","Ok"
"1114","GUARATUBA_PR","Ok"
"1115","GUAREI_SP","Ok"
"1116","GUARIBA_SP","Ok"
"1117","GUARIBAS_PIAUI","Ok"
"1118","GUARUJA_SC","Ok"
"1119","GUARUJA_SP","Ok"
"1120","GUARULHOS_SP","Ok"
"1121","GUATAMBU_SC","Ok"
"1122","GUATAPARA_SP","Ok"
"1123","GUIA_LOPES_DA_LAGUNA_MS","Ok"
"1124","GUIMARAES_MA","Ok"
"1125","GURINHEM_PARAIBA","Ok"
"1126","GURUPA_PARA","Ok"
"1127","GURUPI_TO","Ok"
"1128","GUZOLANDIA_SP","Ok"
"1129","HARMONIA_RS","Ok"
"1130","HERCULANDIA_SP","Ok"
"1131","HERVAL_RS","Ok"
"1132","HERVAL_D<U+0092>OESTE_SC","Ok"
"1133","HERVEIRAS_RS","Ok"
"1134","HIDROLINA_GOIAS","Ok"
"1135","HOLAMBRA_SP","Ok"
"1136","HORIZONTINA_RS","Ok"
"1137","HORTOLANDIA_SP","Ok"
"1138","HUGO_NAPOLEAO_PIAUI","Ok"
"1139","HULHA_NEGRA_RS","Ok"
"1140","HUMAITA_AMAZONAS","Ok"
"1141","HUMAITA_RS","Ok"
"1142","HUMBERTO_DE_CAMPOS_MA","Ok"
"1143","IACANGA_SP","Ok"
"1144","IACIARA_GOIAS","Ok"
"1145","IACRI_SP","Ok"
"1146","IARAS_SP","Ok"
"1147","IBAITI_PR","Ok"
"1148","IBAPORA_PR","Ok"
"1149","IBARAMA_RS","Ok"
"1150","IBATE_SP","Ok"
"1151","IBIACA_RS","Ok"
"1152","IBIAM_SC","Ok"
"1153","IBICARE_SC","Ok"
"1154","IBIRA_SP","Ok"
"1155","IBIRACU_ESPIRITO_SANTO","Ok"
"1156","IBIRAIARAS_RS","Ok"
"1157","IBIRAMA_SC","Ok"
"1158","IBIRAPUITA_RS","Ok"
"1159","IBIRAREMA_SP","Ok"
"1160","IBIRUBA_RS","Ok"
"1161","IBITINGA_SP","Ok"
"1162","IBIUNA_SP","Ok"
"1163","ICAPUI_CE","Ok"
"1164","ICARA_SC","Ok"
"1165","ICARAIMA_PR","Ok"
"1166","ICEM_SP","Ok"
"1167","ICO_CE","Ok"
"1168","ICONHA_ESPIRITO_SANTO","Ok"
"1169","IEPE_SP","Ok"
"1170","IGARACU_DO_TIETE_SP","Ok"
"1171","IGARACY_PARAIBA","Ok"
"1172","IGARAPAVA_SP","Ok"
"1173","IGARAPE-ACU_PARA","Ok"
"1174","IGARAPE-MIRI_PARA","Ok"
"1175","IGARATA_SP","Ok"
"1176","IGREJINHA_RS","Ok"
"1177","IGUABA_GRANDE_RJ","Ok"
"1178","IGUAPE_SP","Ok"
"1179","IGARASSU_PE","Ok"
"1180","IGUARACI_PE","Ok"
"1181","IGUATEMI_MS","Ok"
"1182","IGUATU_CE","Ok"
"1183","IGUATU_PR","Ok"
"1184","IJU<U+FFFD>_RS","Ok"
"1185","ILHABELA_SP","Ok"
"1186","ILHA_COMPRIDA_SP","Ok"
"1187","ILHA_SOLTEIRA_SP","Ok"
"1188","ILHEUS_BAHIA","Ok"
"1189","ILHOTA_SC","Ok"
"1190","ILICINEA_MG","Ok"
"1191","ILOPOLIS_RS","Ok"
"1192","IMARUI_SC","Ok"
"1193","IMBE_RS","Ok"
"1194","IMBITUBA_SC","Ok"
"1195","IMBUIA_SC","Ok"
"1196","IMIGRANTE_RS","Ok"
"1197","IMPERATRIZ_MA","Ok"
"1198","INACIOLANDIA_GOIAS","Ok"
"1199","INACIO_MARTINS_PR","Ok"
"1200","INAJA_PR","Ok"
"1201","INDEPENDENCIA_RS","Ok"
"1202","INDAIAL_SC","Ok"
"1203","INDAIATUBA_SP","Ok"
"1204","INDIANA_SP","Ok"
"1205","INDIAPORA_SP","Ok"
"1206","INDIARA_GOIAS","Ok"
"1207","INGA_PARAIBA","Ok"
"1208","INGAZEIRA_PE","Ok"
"1209","INHANGAPI_PARA","Ok"
"1210","INHUMA_PIAUI","Ok"
"1211","INOCENCIA_MS","Ok"
"1212","INUBIA_PAULISTA_SP","Ok"
"1213","IOMERE_SC","Ok"
"1214","IPAMERI_GOIAS","Ok"
"1215","IPATINGA_MG","Ok"
"1216","IPAUSSU_SP","Ok"
"1217","IPE_RS","Ok"
"1218","IPERO_SP","Ok"
"1219","IPEUNA_SP","Ok"
"1220","IPIGUA_SP","Ok"
"1221","IPIRA_SC","Ok"
"1222","IPIRANGA_DO_SUL_RS","Ok"
"1223","IPIXUNA_DO_PARA_PARA","Ok"
"1224","IPORA_DO_OESTE_SC","Ok"
"1225","IPORANGA_SP","Ok"
"1226","IPU_CE","Ok"
"1227","IPUA_SP","Ok"
"1228","IPUEIRA_RN","Ok"
"1229","IPUEIRAS_CE","Ok"
"1230","IPUMIRIM_SC","Ok"
"1231","IRACEMA_RORAIMA","Ok"
"1232","IRACEMAPOLIS_SP","Ok"
"1233","IRACEMINHA_SC","Ok"
"1234","IRAI_RS","Ok"
"1235","IRANI_SC","Ok"
"1236","IRAPUA_SP","Ok"
"1237","IRAPURU_SP","Ok"
"1238","IRATI_PR","Ok"
"1239","IRECE_BAHIA","Ok"
"1240","IRETAMA_PR","Ok"
"1241","IRINEOPOLIS_SC","Ok"
"1242","ITA_SC","Ok"
"1243","IRITUIA_PARA","Ok"
"1244","IRINEOPOLIS_SC","Ok"
"1245","ITA_SC","Ok"
"1246","ITAARA_RS","Ok"
"1247","ITABAIANA_PARAIBA","Ok"
"1248","ITABAIANA_SE","Ok"
"1249","ITABERA_SP","Ok"
"1250","ITABERABA_BAHIA","Ok"
"1251","ITABERAI_GOIAS","Ok"
"1252","ITABORAI_RJ","Ok"
"1253","ITABUNA_BAHIA","Ok"
"1254","ITACURUBI_RS","Ok"
"1255","ITAGUAI_RJ","Ok"
"1256","ITAI_SP","Ok"
"1257","ITAIOPOLIS_SC","Ok"
"1258","ITAIPE_MG","Ok"
"1259","ITAITUBA_PARA","Ok"
"1260","ITAJA_GOIAS","Ok"
"1261","ITAJAI_SC","Ok"
"1262","ITAJOBI_SP","Ok"
"1263","ITAJU_SP","Ok"
"1264","ITAJUBA_MG","Ok"
"1265","ITALVA_RJ","Ok"
"1266","ITAMARACA_PE","Ok"
"1267","ITAMARAJU_BAHIA","Ok"
"1268","ITAMARANDIBA_MG","Ok"
"1269","ITAMBARACA_PR","Ok"
"1270","ITAMONTE_MG","Ok"
"1271","ITANHAEM_SP","Ok"
"1272","ITAOCA_SP","Ok"
"1273","ITAOCARA_RJ","Ok"
