"","flag","situacao"
"1274","ITAPAJE_CE","Ok"
"1275","ITAPECERICA_DA_SERRA_SP","Ok"
"1276","ITAPEJARA_D'OESTE_PR","Ok"
"1277","ITAPEMA_SC","Ok"
"1278","ITAPERUCU_PR","Ok"
"1279","ITAPERUNA_RJ","Ok"
"1280","ITAPETINGA_BAHIA","Ok"
"1281","ITAPETININGA_SP","Ok"
"1282","ITAPEVA_SP","Ok"
"1283","ITAPEVI_SP","Ok"
"1284","ITAPIOCA_CE","Ok"
"1285","ITAPIRA_SP","Ok"
"1286","ITAPIRANGA_SC","Ok"
"1287","ITAPIRAPUA_PAULISTA_SP","Ok"
"1288","ITAPOA_SC","Ok"
"1289","ITAPOLIS_SP","Ok"
"1290","ITAPORA_MS","Ok"
"1291","ITAPORANGA_SP","Ok"
"1292","ITAPUCA_RS","Ok"
"1293","ITAPUI_SP","Ok"
"1294","ITAPURA_SP","Ok"
"1295","ITAQUAQUECETUBA_SP","Ok"
"1296","ITAQUI_RS","Ok"
"1297","ITAQUIRAI_MS","Ok"
"1298","ITARARE_SP","Ok"
"1299","ITARIRI_SP","Ok"
"1300","ITATIAIA_RJ","Ok"
"1301","ITATIBA_SP","Ok"
"1302","ITATINGA_SP","Ok"
"1303","ITAU_RN","Ok"
"1304","ITAUBAL_AMAPA","Ok"
"1305","ITAUNA_MG","Ok"
"1306","ITAUNA_DO_SUL_PR","Ok"
"1307","ITIQUIRA_MT","Ok"
"1308","ITIRAPINA_SP","Ok"
"1309","ITIRAPUA_SP","Ok"
"1310","ITOBI_SP","Ok"
"1311","ITORORO_BAHIA","Ok"
"1312","ITU_SP","Ok"
"1313","ITUBERA_BAHIA","Ok"
"1314","ITUETA_MG","Ok"
"1315","ITUIUTABA_MG","Ok"
"1316","ITUMBIARA_GOIAS","Ok"
"1317","ITUPEVA_SAO_PAULO","Ok"
"1318","ITUPIRANGA_PARA","Ok"
"1319","ITUPORANGA_SC","Ok"
"1320","ITURAMA_MG","Ok"
"1321","ITUVERAVA_SAO_PAULO","Ok"
"1322","IUIU_BAHIA","Ok"
"1323","IVAIPORA_PR","Ok"
"1324","IVINHEMA_MS","Ok"
"1325","IVORA_RS","Ok"
"1326","IVOTI_RS","Ok"
"1327","JABOATAO_DOS_GUARARAPES_PE","Ok"
"1328","JABORA_SC","Ok"
"1329","JABORANDI_SAO_PAULO","Ok"
"1330","JABOTICABA_RS","Ok"
"1331","JABOTICABAL_SP","Ok"
"1332","JABOTICATUBAS_MG","Ok"
"1333","JACARAU_PB","Ok"
"1334","JACAREI_SP","Ok"
"1335","JACAREZINHO_PR","Ok"
"1336","JACI_SAO_PAULO","Ok"
"1337","JACIARA_MT","Ok"
"1338","JACINTO_MACHADO_SC","Ok"
"1339","JACOBINA_BAHIA","Ok"
"1340","JACUIZINHO_RS","Ok"
"1341","JACUNDA_PARA","Ok"
"1342","JACUPIRANGA_SP","Ok"
"1343","JAGUAPITA_PR","Ok"
"1344","JAGUAQUARA_BAHIA","Ok"
"1345","JAGUARAO_RS","Ok"
"1346","JAGUARE_ESPIRITO_SANTO","Ok"
"1347","JAGUARI_RS","Ok"
"1348","JAGUARIBE_CE","Ok"
"1349","JAGUARIPE_BAHIA","Ok"
"1350","JAGUARIUNA_SP","Ok"
"1351","JAGUARUNA_SC","Ok"
"1352","JAICOS_PIAUI","Ok"
"1353","JALES_SP","Ok"
"1354","JAMBEIRO_SP","Ok"
"1355","JANAUBA_MG","Ok"
"1356","JANDAIA_DO_SUL_PR","Ok"
"1357","JANDIRA_SP","Ok"
"1358","JANDUIS_RN","Ok"
"1359","JANIOPOLIS_PR","Ok"
"1360","JANUARIA_MG","Ok"
"1361","BOA_SAUDE_RN","Ok"
"1362","JANUARIO_CICCO_RN","Ok"
"1363","JAPARATUBA_SE","Ok"
"1364","JAPERI_RJ","Ok"
"1365","JAPI_RN","Ok"
"1366","JAPIRA_PR","Ok"
"1367","JAPORA_MS","Ok"
"1368","JAPURA_PR","Ok"
"1369","JAQUEIRA_PE","Ok"
"1370","JAQUIRANA_RS","Ok"
"1371","JARAGUA_DO_SUL_SC","Ok"
"1372","JARAGUARI_MS","Ok"
"1373","JARDIM_DE_PIRANHAS_RN","Ok"
"1374","JARDIM_DO_SERIDO_RN","Ok"
"1375","JARDINOPOLIS_SC","Ok"
"1376","JARDINOPOLIS_SP","Ok"
"1377","JARDIM_MS","Ok"
"1378","JARDIM_BOTANICO_DISTRITO_FEDERAL","Ok"
"1379","JARDIM_DE_ANGICOS_RN","Ok"
"1380","JARDIM_OLINDA_PR","Ok"
"1381","JARI_RS","Ok"
"1382","JARINU_SP","Ok"
"1383","JARU_RONDONIA","Ok"
"1384","JATAI_GOIAS","Ok"
"1385","JATAI_MS","Ok"
"1386","JATOBA_DO_PIAUI_PIAUI","Ok"
"1387","JAU_SP","Ok"
"1388","JAURU_MT","Ok"
"1389","JECEABA_MG","Ok"
"1390","JENIPAPO_DE_MINAS_MG","Ok"
"1391","JEQUIA_DA_PRAIA_AL","Ok"
"1392","JEQUIE_BAHIA","Ok"
"1393","JERICO_PB","Ok"
"1394",NA,"Ok"
"1395","JERONIMO_MONTEIRO_ESPIRITO_SANTO","Ok"
"1396","JESUPOLIS_GOIAS","Ok"
"1397","JI-PR_RO","Ok"
"1398","JOACABA_SC","Ok"
"1399","JOANOPOLIS_SAO_PAULO","Ok"
"1400","JOAO_ALFREDO_PE","Ok"
"1401","JOAO_CAMARA_RN","Ok"
"1402","JOAO_MONLEVADE_MG","Ok"
"1403","JOAO_NEIVA_ESPIRITO_SANTO","Ok"
"1404","JOAO_PESSOA_PB","Ok"
"1405",NA,"Ok"
"1406","JOAQUIM_FELICIO_MG","Ok"
"1407","JOIA_RS_","Ok"
"1408","JOINVILLE_SC","Ok"
"1409","JORDAO_ACRE","Ok"
"1410","JOSE_BOITEUX_SC","Ok"
"1411","JOSE_BONIFACIO_SP","Ok"
"1412","JOSE_DA_PENHA_RN","Ok"
"1413","JOSE_DE_FREITAS_PIAUI","Ok"
"1414","JUARA_MT","Ok"
"1415","JUAZEIRO_BAHIA","Ok"
"1416","JUAZEIRO_DO_NORTE_CE","Ok"
"1417","JUATUBA_MG","Ok"
"1418","JUCAS_CE","Ok"
"1419","JUINA_MT","Ok"
"1420","JUIZ_DE_FORA_MG","Ok"
"1421","JULIO_DE_CASTILHOS_RS","Ok"
"1422","JULIO_MESQUITA_SP","Ok"
"1423","JUMIRIM__SP","Ok"
"1424","JUNCO_DO_SERIDO_PARAIBA","Ok"
"1425","JUNDIAI_SP","Ok"
"1426","JUNDIAI_DO_SUL_PR","Ok"
"1427","JUNQUEIROPOLIS_SP","Ok"
"1428","JUPI_PE","Ok"
"1429","JUPIA_SC","Ok"
"1430","JUQUIA_SP","Ok"
"1431","JUQUITIBA_SP","Ok"
"1432","JURANDA_PR","Ok"
"1433","JUREMA_PE","Ok"
"1434","JURURUTU_RN","Ok"
"1435","JURUTI_PARA","Ok"
"1436","JUSSARA_GOIAS","Ok"
"1437","JUTI_MS","Ok"
"1438","JUVENILIA_MG","Ok"
"1439","LACERDOPOLIS_SC","Ok"
"1440","LADARIO_MS","Ok"
"1441","LAGAMAR_MG","Ok"
"1442","LAGARTO_SE","Ok"
"1443","LAGES_SC","Ok"
"1444","LAGOA_BONITA_DO_SUL_RS","Ok"
"1445","LAGOA_DA_CANOA_AL","Ok"
"1446","LAGOA_DA_PRATA_MG","Ok"
"1447","LAGOA_DE_DENTRO_PARAIBA","Ok"
"1448","LAGOA_DE_SAO_FRANCISCO_PIAUI","Ok"
"1449","LAGOA_DO_BARRO_DO_PIAUI_PIAUI","Ok"
"1450","LAGOA_DO_CARRO_PE","Ok"
"1451","LAGOA_DO_OURO_PE","Ok"
"1452","LAGOA_DOS_TRES_CANTOS_RS","Ok"
"1453","LAGOA_FORMOSA_MG","Ok"
"1454","LAGOA_GRANDE_PE","Ok"
"1455","LAGOA_NOVA_RN","Ok"
"1456","LAGOAO_RS","Ok"
"1457","LAGOA_REAL_BAHIA","Ok"
"1458","LAGOA_SALGADA_RN","Ok"
"1459","LAGOA_SANTA_GOIAS","Ok"
"1460","LAGOA_SANTA_MG","Ok"
"1461","LAGOA_SECA_PARAIBA","Ok"
"1462","LAGOA_VERMELHA_RS","Ok"
"1463","LAGOINHA_SP","Ok"
"1464","LAGUNA_SC","Ok"
"1465","LAGUNA_CARAPA_MS","Ok"
"1466","LAJEADO_RS","Ok"
"1467","LAJEADO__TO","Ok"
"1468","LAJEADO_DO_BUGRE_RS","Ok"
"1469","LAJEADO_GRANDE_SC","Ok"
"1470","LAJEDAO_BAHIA","Ok"
"1471","LAJEDO_PE","Ok"
"1472","LAJE_DO_MURIAE_RJ","Ok"
"1473","LAJES_PINTADA_RN","Ok"
"1474","LAJINHA_MG","Ok"
"1475","LAMBARI_MG","Ok"
"1476","LAPA_PR","Ok"
"1477","LARANJAL_DO_JARI_AP","Ok"
"1478","LARANJAL_PAULISTA_SP","Ok"
"1479","LARANJEIRAS_DO_SUL_PR","Ok"
"1480","LASTRO_PARAIBA","Ok"
"1481","LAURENTINO_SC","Ok"
"1482","LAURO_MULLER_SC","Ok"
"1483","LAVINIA_SP","Ok"
"1484","LAVRAS_MG","Ok"
"1485","LAVRAS_DA_MANGABEIRA_CE","Ok"
"1486","LAVRAS_DO_SUL_RS","Ok"
"1487","LAVRINHAS_SP","Ok"
"1488","LEBON_REGIS","Ok"
"1489","LEME_SP","Ok"
"1490","LENCOIS_PAULISTA_SP","Ok"
"1491","LEOBERTO_LEAL_SC","Ok"
"1492","LEOPOLDINA_MG","Ok"
"1493","LEOPOLDO_DE_BULHOES_GOIAS","Ok"
"1494","LIBERATO_SALZANO_RS","Ok"
"1495","LIMA_DUARTE_MG","Ok"
"1496","LIMEIRA_SP","Ok"
"1497","LIMOEIRO_PE","Ok"
"1498","LIMOEIRO_DO_AJURU_PARA","Ok"
"1499","LIMOEIRO_DO_NORTE_CE","Ok"
"1500","LINDOIA_SP","Ok"
"1501","LINDOIA_DO_SUL_SC","Ok"
"1502","LINDOLFO_COLLOR_RS","Ok"
"1503","LINHA_NOVA_RS","Ok"
"1504","LINHARES_ESPIRITO_SANTO","Ok"
"1505","LINS_SP","Ok"
"1506","LOANDA_PR","Ok"
"1507","LOBATO_PR","Ok"
"1508","LONDRINA_PR","Ok"
"1509","LONTRAS_SC","Ok"
"1510","LORENA_SP","Ok"
"1511","LOURDES_SP","Ok"
"1512","LOUVEIRA_SP","Ok"
"1513","LUCAS_DO_RIO_VERDE_MT","Ok"
"1514","LUCELIA_SP","Ok"
"1515","LUCENA_PARAIBA","Ok"
"1516",NA,"Ok"
"1517","LUCIARA_MT","Ok"
"1518","LUIS_EDUARDO_MAGALHAES_BAHIA","Ok"
"1519","LUIS_GOMES_RN","Ok"
"1520","LUIZ_ALVES_SC","Ok"
"1521","LUIZ_ANTONIO_SP","Ok"
"1522","LUIZIANA_PR","Ok"
"1523","LUIZIANIA_SP","Ok"
"1524","LUMINARIAS_MG","Ok"
"1525","LUPERCIO_SP","Ok"
"1526","LUTECIA_SP","Ok"
"1527","LUZ_MG","Ok"
"1528","LUZERNA_SC","Ok"
"1529","LUZIANIA_GOIAS","Ok"
"1530","LUZILANDIA_PIAUI","Ok"
"1531","LUZINOPOLIS_TO","Ok"
"1532","MACAE_RJ","Ok"
"1533","MACAIBA_RN","Ok"
"1534","MACAMBARA_RS","Ok"
"1535","MACAPA_AP","Ok"
"1536","MACAPARANA_PE","Ok"
"1537","MACARANI_BAHIA","Ok"
"1538","MACATUBA_SP","Ok"
"1539","MACAU_RN","Ok"
"1540","MACAUBAL_SP","Ok"
"1541","MACEDONIA_SP","Ok"
"1542","MACEIO_AL","Ok"
"1543","MACHADINHO_RS","Ok"
"1544","MACHADINHO_D'OESTE_RONDONIA","Ok"
"1545","MACIEIRA_SC","Ok"
"1546","MACUCO_RJ","Ok"
"1547","MAE_DO_RIO_PA","Ok"
"1548","MAFRA_SC","Ok"
"1549","MAGALHAES_BARATA_PA","Ok"
"1550","MAIRINQUE_SP","Ok"
"1551","MAGE_RJ","Ok"
"1552","MAGDA_SP","Ok"
"1553","MAIRIPORA_SP","Ok"
"1554","MAJOR_GERCINO_SC","Ok"
"1555","MAJOR_SALES_RN","Ok"
"1556","MAMANGUAPE_PARAIBA","Ok"
"1557","MAMBORE_PR","Ok"
"1558","MAMPITUBA_RS","Ok"
"1559","MANACAPURU_AMAZONAS","Ok"
"1560","MANARI_PE","Ok"
"1561","MANAUS_AMAZONAS","Ok"
"1562","MANCIO_LIMA_ACRE","Ok"
"1563","MANDAGUACU_PR","Ok"
"1564","MANDAGUARI_PR","Ok"
"1565","MANDURI_SP","Ok"
"1566","MANGARATIBA_RJ","Ok"
"1567","MANHUACU_MG","Ok"
"1568","MANHUMIRIM_MG","Ok"
"1569","MANOEL_URBANO_ACRE","Ok"
"1570","MANOEL_VIANA_RS","Ok"
"1571","MANTENA_MG","Ok"
"1572","MAQUINE_RS","Ok"
"1573","MARABA_PA","Ok"
"1574","MARABA_PAULISTA_SP","Ok"
"1575","MARACAI_SP","Ok"
"1576","MARACAJA_SC","Ok"
"1577","MARACAJU_MS","Ok"
"1578","MARACANA,_PA","Ok"
"1579","MARANGUAPE_CE","Ok"
"1580","MARAPANIM,_PA","Ok"
"1581","MARAPOAMA_SP","Ok"
"1582","MARATA_RS","Ok"
"1583","MARATAIZES_ESPIRITO_SANTO","Ok"
"1584","MARAU_RS","Ok"
"1585","MARAVILHA_AL","Ok"
"1586","MARAVILHA_SC","Ok"
"1587","MARCELANDIA_MT","Ok"
"1588","MARCELINO_VIEIRA_RN","Ok"
"1589","MARCOLANDIA_PIAUI","Ok"
"1590","MAR_DE_ESPANHA_MG","Ok"
"1591","MARECHAL_CANDIDO_RONDON_PR","Ok"
"1592","MARECHAL_THAUMATURGO_ACRE","Ok"
"1593","MAREMA","Ok"
"1594","MARIA_DE_FE_MG","Ok"
"1595","MARIALVA_PR","Ok"
"1596","MARIANA_MG","Ok"
"1597","MARIANA_PIMENTEL_RS","Ok"
"1598","MARIAPOLIS_SP","Ok"
"1599","MARICA_RJ","Ok"
"1600","MARILANDIA_ESPIRITO_SANTO","Ok"
"1601","MARILENA_PR","Ok"
"1602","MARILIA_SP","Ok"
"1603","MARINGA_PR","Ok"
"1604","MARINOPOLIS_SP","Ok"
"1605","MARIPA_PR","Ok"
"1606","MARITUBA_PA","Ok"
"1607","MARIZOPOLIS_PB","Ok"
"1608","MARMELEIRO_PR","Ok"
"1609","MARQUES_DE_SOUZA_RS","Ok"
"1610","MARQUINHO_PR","Ok"
"1611","MARTINHO_CAMPOS_MG","Ok"
"1612","MARTINOPOLIS_SP","Ok"
"1613","MASSAPE_DO_PIAUI_PIAUI","Ok"
"1614","MASSARANDUBA_SC","Ok"
"1615","MATA_RS","Ok"
"1616","MATA_GRANDE_AL","Ok"
"1617","MATAO_SP","Ok"
"1618","MATIAS_BARBOSA_MG","Ok"
"1619","MATINHOS_PR","Ok"
"1620","MATO_CASTELHANO_RS","Ok"
"1621","MT_PARAIBA","Ok"
"1622","MATO_LEITAO_RS","Ok"
"1623","MATO_QUEIMADO_RS","Ok"
"1624","MATOS_COSTA_SC","Ok"
"1625","MATO_VERDE_MG","Ok"
"1626","MATOZINHOS_MG","Ok"
"1627","MATUPA_MT","Ok"
"1628","MATUREIA_PARAIBA","Ok"
"1629","MAUA_SP","Ok"
"1630","MAUA_DA_SERRA_PR","Ok"
"1631","MAUES_AMAZONAS","Ok"
"1632","SILVES_AMAZONAS","Ok"
"1633","TEFE_AMAZONAS","Ok"
"1634","MAURILANDIA_DO_TOCANTINS_TOCANTINS","Ok"
"1635","MAURITI_CE","Ok"
"1636","MAXIMILIANO_DE_ALMEIDA_RIO_GRANDE_DO______SUL","Ok"
"1637","MAZAG<U+FFFD>O_AMAPA","Ok"
"1638","MEDIANEIRA_PR","Ok"
"1639","MEDICILANDIA_PA","Ok"
"1640","MELGACO_PA","Ok"
"1641","MELEIRO_SC","Ok"
"1642","MENDES_RJ","Ok"
"1643","MENDONCA_SP","Ok"
"1644","MERCES_MG","Ok"
"1645","MERIDIANO_SP","Ok"
"1646",NA,"Ok"
"1647","MESQUITA_MG","Ok"
"1648","MESQUITA_RJ","Ok"
"1649","MIGUEL_PEREIRA_RJ","Ok"
"1650","MILAGRES_CE","Ok"
"1651","MIMOSO_DO_SUL_ESPIRITO_SANTO","Ok"
"1652","MINAS_DO_LEAO_RS","Ok"
"1653","MINAS_NOVAS_MG","Ok"
"1654","MINDURI_MG","Ok"
"1655","MINEIROS_DO_TIETE_SP","Ok"
"1656","MIRACATU_SP","Ok"
"1657","MIRACEMA_RJ","Ok"
"1658",NA,"Ok"
"1659","MIRAGUAI_RS","Ok"
"1660","MIRANDA_MS","Ok"
"1661","MIRANDIBA_PE","Ok"
"1662","MIRANDOPOLIS__SP","Ok"
"1663","MIRANORTE_TOCANTINS","Ok"
"1664","MIRANTE_DO_PARANAPANEMA_SP","Ok"
"1665","MIRASSOL_SP","Ok"
"1666","MIRASSOL_D'OESTE_MT","Ok"
"1667","MIRIM_DOCE_SC","Ok"
"1668","MISSAL_PR","Ok"
"1669","MOCAJUBA_PA","Ok"
"1670","MOCOCA_SP","Ok"
"1671","MOGI_DAS_CRUZES_SP","Ok"
"1672","MOGI_GUACU_SP","Ok"
"1673","MOGI-MIRIM_SP","Ok"
"1674","MOJU_PA","Ok"
"1675","MOMBACA_CE","Ok"
"1676","MOMBUCA_SP","Ok"
"1677","MONCOES_SP","Ok"
"1678","MONDAI_SC","Ok"
"1679","MONGAGUA_SP","Ok"
"1680","MONSENHOR_HIPOLITO_PIAUI","Ok"
"1681","MONSENHOR_TABOSA_CE","Ok"
"1682","MONTADAS_PARAIBA","Ok"
"1683","MONTANHA_ESPIRITO_SANTO","Ok"
"1684","MONTAURI_RS","Ok"
"1685","MONTE_ALEGRE_MS","Ok"
"1686","MONTE_ALEGRE_PA","Ok"
"1687","MONTE_ALEGRE_RN","Ok"
"1688","MONTE_ALEGRE_DE_MINAS_MG","Ok"
"1689","MONTE_ALEGRE_DE_SERGIPE_SERGIPE","Ok"
"1690","MONTE_ALEGRE_DO_PIAUI_PIAUI","Ok"
"1691","MONTE_ALEGRE_DOS_CAMPOS_RS","Ok"
"1692","MONTE_ALEGRE_DO_SUL_SP","Ok"
"1693","MONTE_ALTO_SP","Ok"
"1694","MONTE_APRAZIVEL_SP","Ok"
"1695","MONTE_AZUL_MG","Ok"
"1696","MONTE_AZUL_PAULISTA_SP","Ok"
"1697","MONTE_BELO_MG","Ok"
"1698","MONTE_CARLO_SC","Ok"
"1699","MONTE_CASTELO_SC","Ok"
"1700","MONTE_DAS_GAMELEIRAS_RN","Ok"
"1701","MONTEIRO_PARAIBA","Ok"
"1702","MONTEIRO_LOBATO_SP","Ok"
"1703","MONTEIROPOLIS_AL","Ok"
"1704","MONTE_MOR_SP","Ok"
"1705","MONTE_NEGRO_RONDONIA","Ok"
"1706","MONTENEGRO_RS","Ok"
"1707","MONTES_CLAROS_MG","Ok"
"1708","MONTES_CLAROS_DE_GOIAS_GOIAS","Ok"
"1709","MONTE_SIAO_MG","Ok"
"1710","MORADA_NOVA_DE_MINAS_MG","Ok"
"1711","MORENO_PE","Ok"
"1712","MORMACO_RS","Ok"
"1713",NA,"Ok"
"1714","MORRINHOS_GOIAS","Ok"
"1715","MORRO_AGUDO_SP","Ok"
"1716","MORRO_DA_FUMACA_SC","Ok"
"1717","MORRO_GRANDE_SC","Ok"
"1718","MORRO_REDONDO_RS","Ok"
"1719","MORRO_REUTER_RS","Ok"
"1720","MORUNGABA_SP","Ok"
"1721","MOSSORO_RN","Ok"
"1722","MOSTARDAS_RS","Ok"
"1723","MOTUCA_SP","Ok"
"1724","MUANA_PA","Ok"
"1725","MUCAJAI_RORAIMA","Ok"
"1726","MUCUM_RS","Ok"
"1727","MUITOS_CAPOES_RS","Ok"
"1728","MULITERNO_RS","Ok"
"1729","MUNDO_NOVO_MS","Ok"
"1730","MURIAE_MG_","Ok"
"1731","MURITIBA_BAHIA","Ok"
"1732","MURUTINGA_DO_SUL_SP","Ok"
"1733","MUZAMBINHO_MG_","Ok"
"1734","NANTES_SP","Ok"
"1735","NAO-ME-TOQUE_RS","Ok"
"1736","NARANDIBA_SP","Ok"
"1737","_____NATAL_RN","Ok"
"1738","NATIVIDADE_RJ","Ok"
"1739","NATIVIDADE_TOCANTINS","Ok"
"1740","NATIVIDADE_DA_SERRA_SP","Ok"
"1741","NAVEGANTES_SC","Ok"
"1742","NAVIRAI_MS","Ok"
"1743","NAZARE_PAULISTA_SP","Ok"
"1744","NEVES_PAULISTA_SP","Ok"
"1745","NHANDEARA_SP","Ok"
"1746","NICOLAU_VERGUEIRO_RS","Ok"
"1747","NILOPOLIS_RJ","Ok"
"1748","NIOAQUE_MS","Ok"
"1749",NA,"Ok"
"1750","NISIA_FLORESTA_RN","Ok"
"1751","NITEROI_RJ","Ok"
"1752","NOBRES_MT","Ok"
"1753","NONOAI_RS","Ok"
"1754","NORDESTINA_BAHIA","Ok"
"1755","NORMANDIA_RORAIMA","Ok"
"1756","NORTELANDIA_MT","Ok"
"1757","NOSSA_SENHORA_DA_GLORIA_SERGIPE","Ok"
"1758","NOSSA_SENHORA_DO_LIVRAMENTO_MT","Ok"
"1759","NOSSA_SENHORA_DO_SOCORRO_SERGIPE","Ok"
"1760",NA,"Ok"
"1761","NOVA_ALVORADA_DO_SUL_MS","Ok"
"1762","NOVA_ANDRADINA_MS","Ok"
"1763","NOVA_ARACA_RS","Ok"
"1764","NOVA_AURORA_PR","Ok"
"1765","NOVA_BANDEIRANTES_MT","Ok"
"1766","NOVA_BASSANO_RS","Ok"
"1767","NOVA_BOA_VISTA_RS","Ok"
"1768","NOVA_BRESCIA_RS","Ok"
"1769","NOVA_CAMPINA_SP","Ok"
"1770","NOVA_CANAA_DO_NORTE_MT","Ok"
"1771","NOVA_CANAA_PAULISTA_SP","Ok"
"1772","NOVA_CANDELARIA_RS","Ok"
"1773","NOVA_CASTILHO_SP","Ok"
"1774","NOVA_CRUZ_RN","Ok"
"1775","NOVA_ERA_MG_","Ok"
"1776","NOVA_ERECHIM_SC","Ok"
"1777","_____NOVA_ESPERANCA_PR","Ok"
"1778","NOVA_ESPERANCA_DO_PIRIA_PA","Ok"
"1779","NOVA_EUROPA_SP","Ok"
"1780","NOVA_FLORESTA_PARAIBA","Ok"
"1781","NOVA_FRIBURGO_RJ","Ok"
"1782","NOVA_GRANADA_SP","Ok"
"1783","NOVA_GUATAPORANGA_SP","Ok"
"1784","NOVA_HARTZ_RS","Ok"
"1785","NOVA_IGUACU_RJ","Ok"
"1786","NOVA_INDEPENDENCIA_SP","Ok"
"1787","NOVA_IPIXUNA_PA","Ok"
"1788",NA,"Ok"
"1789","NOVA_ITABERABA_SC","Ok"
"1790","NOVA_ITACOLOMI_PR","Ok"
"1791","NOVA_LARANJEIRAS_PR","Ok"
"1792","NOVA_LIMA_MG","Ok"
"1793","NOVA_LONDRINA_PR","Ok"
"1794","NOVA_LUZITANIA_SP","Ok"
"1795","NOVA_MAMORE_RONDONIA","Ok"
"1796","NOVA_MARILANDIA_MT","Ok"
"1797","NOVA_MONTE_VERDE_MT","Ok"
"1798","NOVA_MUTUM_MT","Ok"
"1799","NOVA_ODESSA_SP","Ok"
"1800","NOVA_OLIMPIA_MT","Ok"
"1801","NOVA_OLIMPIA_PR","Ok"
"1802","NOVA_PADUA_RS","Ok"
"1803","NOVA_PALMA_RS","Ok"
"1804","NOVA_PETROPOLIS_RS","Ok"
"1805","NOVA_PRATA_RS","Ok"
"1806","NOVA_ROMA_DO_SUL_RS","Ok"
"1807","NOVA_ROSALANDIA_TOCANTINS","Ok"
"1808","NOVA_RUSSAS_CE","Ok"
"1809","NOVA_SANTA_BARBARA_PR","Ok"
"1810","NOVA_SANTA_RITA_RS","Ok"
"1811","NOVA_SANTA_ROSA_PR","Ok"
"1812","NOVA_SERRANA_MG","Ok"
"1813","NOVA_SOURE_BAHIA","Ok"
"1814","NOVA_TEBAS_PR","Ok"
"1815","NOVA_TIMBOTEUA_PA","Ok"
"1816","NOVA_TRENTO_SC","Ok"
"1817","NOVA_UBIRATA_MT","Ok"
"1818","NOVA_UNIAO_MG","Ok"
"1819","NOVA_UNIAO_RONDONIA","Ok"
"1820","NOVA_VENECIA_ESPIRITO_SANTO","Ok"
"1821","NOVA_VENEZA_SC","Ok"
"1822","NOVA_XAVANTINA_MATO_GROSO","Ok"
"1823","NOVO_ALEGRE_TOCANTINS","Ok"
"1824","NOVO_CABRAIS_RS","Ok"
"1825","NOVO_GAMA_GOIAS","Ok"
"1826","NOVO_HAMBURGO_RS","Ok"
"1827","NOVO_HORIZONTE_SC","Ok"
"1828","NOVO_HORIZONTE_SP","Ok"
"1829","NOVO_HORIZONTE_DO_NORTE_MT","Ok"
"1830","NOVO_HORIZONTE_DO_SUL_MT_DO______SUL","Ok"
"1831","NOVO_MACHADO_RS","Ok"
"1832","NOVO_MUNDO_MT","Ok"
"1833","NOVO_PLANALTO_GOIAS","Ok"
"1834","NOVO_PROGRESSO_PA","Ok"
"1835","NOVO_REPARTIMENTO_PA","Ok"
"1836","NOVO_PROGRESSO_PA","Ok"
"1837","NOVO_REPARTIMENTO_PA","Ok"
"1838","NOVO_TIRADENTES_RS","Ok"
"1839","NUCLEO_BANDEIRANTE_DF","Ok"
"1840","NUPORANGA_SP","Ok"
"1841","OBIDOS_PARA","Ok"
"1842","OCAUCU_SP","Ok"
"1843","OEIRAS_PIAUI","Ok"
"1844","OEIRAS_DO_PARA_PARA","Ok"
"1845","OIAPOQUE_AMAP<U+FFFD>","Ok"
"1846","OLEO_SP","Ok"
"1847","OLHO_D'AGUA_PARAIBA","Ok"
"1848","OLHO_D'AGUA_DAS_FLORES_AL","Ok"
"1849","OLHO_D'AGUA_DO_BORGES_RN","Ok"
"1850","OLIMPIA_SP","Ok"
"1851","OLINDA_PE","Ok"
"1852","OLIVEIRA_MG","Ok"
"1853","ONDA_VERDE_SP","Ok"
"1854",NA,"Ok"
"1855","ORIXIMINA_PARA","Ok"
"1856","ORIZONA_GOIAS","Ok"
"1857","ORLANDIA_SP","Ok"
"1858","ORLEANS_SC","Ok"
"1859","OROBO_PE","Ok"
"1860","OSASCO_SP","Ok"
"1861","OSCAR_BRESSANE_SP","Ok"
"1862","OSORIO_RS","Ok"
"1863","OSVALDO_CRUZ_SP","Ok"
"1864","OTACILIO_COSTA_SC","Ok"
"1865","OUREM_PARA","Ok"
"1866","OURILANDIA_DO_NORTE_PARA","Ok"
"1867","OURINHOS_SP","Ok"
"1868","OURO_SC","Ok"
"1869","OURO_BRANCO_AL","Ok"
"1870","OURO_BRANCO_MG","Ok"
"1871","OURO_BRANCO_RN","Ok"
"1872","OUROESTE_SP","Ok"
"1873","OURO_FINO_MG","Ok"
"1874","OURO_PRETO_MG","Ok"
"1875","OURO_VERDE_SC","Ok"
"1876","OURO_VERDE_SP","Ok"
"1877","OURO_VERDE_DE_GOIAS_GOIAS","Ok"
"1878","PACAJA_PARA","Ok"
"1879","PACUJA_CE","Ok"
"1880","PACARAIMA_RORAIMA","Ok"
"1881","PAIAL_SC","Ok"
"1882","PAICANDU_PR","Ok"
"1883","PAIM_FILHO_RS","Ok"
"1884","PAINEL_SC","Ok"
"1885","PAINS_MG","Ok"
"1886","PALESTINA_DO_PARA_PARA","Ok"
"1887","PALHOCA_SC","Ok"
"1888","PALMARES_PE","Ok"
"1889","PALMARES_DO_SUL_RS","Ok"
"1890","PALMAS_PR","Ok"
"1891","PALMAS_TO","Ok"
"1892","PALMA_SOLA_SC","Ok"
